analysis_id,qc_type,batch_id,sample_id,sample_amount,sample_amount_unit,istd_volume,valid_analysis
Longit_batch6_9,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_10,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_PQC 48,BQC,6,,10,uL,4.5,TRUE
Longit_batch6_11,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_12,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_13,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_14,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_15,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_TQC47,TQC,6,,10,uL,4.5,TRUE
Longit_batch6_16,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_17,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_18,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_19,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_20,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_PQC 49,BQC,6,,10,uL,4.5,TRUE
Longit_batch6_21,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_22,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_23,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_24,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_25,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_TQC48,TQC,6,,10,uL,4.5,TRUE
Longit_batch6_26,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_27,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_28,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_29,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_30,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_PQC 50,BQC,6,,10,uL,4.5,TRUE
Longit_batch6_31,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_32,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_33,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_34,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_35,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_36,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_37,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_38,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_39,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_40,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_PQC 51,BQC,6,,10,uL,4.5,TRUE
Longit_batch6_41,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_42,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_43,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_44,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_45,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_46,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_47,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_48,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_49,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_50,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_PQC 52,BQC,6,,10,uL,4.5,TRUE
Longit_batch6_51,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_52,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_53,SPL,6,,10,uL,4.5,TRUE
Longit_batch6_PQC 53,BQC,6,,10,uL,4.5,TRUE
Longit_batch6_PQC 53b,BQC,6,,10,uL,4.5,TRUE
Longit_batch6_B-ISTD 09,PBLK,6,,10,uL,4.5,TRUE
Longit_batch6_Un-ISTD 01,UBLK,6,,10,uL,4.5,TRUE
Longit_batch6_TQC-100%,RQC,6,,10,uL,4.5,TRUE
Longit_batch6_TQC-80%,RQC,6,,10,uL,4.5,TRUE
Longit_batch6_TQC-60%,RQC,6,,10,uL,4.5,TRUE
Longit_batch6_TQC-40%,RQC,6,,10,uL,4.5,TRUE
Longit_batch6_TQC-20%,RQC,6,,10,uL,4.5,TRUE
Longit_batch6_TQC-10%,RQC,6,,10,uL,4.5,TRUE
Longit_batch6_LTR 01,LTR,6,,10,uL,4.5,TRUE
Longit_BLANK-07 (Eluent A),SBLK,6,,10,uL,4.5,TRUE
